%%BEGIN_HEADER
	%%BEGIN DATABASE_INFORMATION
		%Date.0 ( 30.9.2019 )
		%Time.0 ( 15:18 )
	%%END DATABASE_INFORMATION
	%%BEGIN SETUP_INFORMATION
		%TrackerVersion.0 ( Tracker version 2.38 release 12.8.2012 )
		%ElapsedTime_ms.0 ( 61418 )
		%Paradigm.0 ( PlacePreference )
		%FeederParameters.0 ( 1500 0 )
			// %FeederParameters.0 ( ENTRANCE_LATENCY EXIT_LATENCY )
		%ElapsedPath_m.0 ( 0.00 )
		%ArenaDiameter_m.0 ( 1.80 )
		%TrackerResolution_PixPerCM.0 ( 1.4222 )
		%ArenaCenterXY.0 ( 127.5 127.5 )
		%Frame.0 ( RoomFrame )
		%ReinforcedSector.0 ( 127.5000 216.7500 7 )
			//%ReinforcedSector.0 ( CENTER_X CENTER_Y RADIUS )
		%RoomTrackReinforcedSector.0 ( 127.5000 216.7500 7 )
			//%RoomTrackReinforcedSector.0 ( CENTER_X CENTER_Y RADIUS )
	%%END SETUP_INFORMATION
	%%BEGIN RECORD_FORMAT
		%Sample.0 ( FrameCount 1msTimeStamp RoomX RoomY Sectors State Flags FrameInfo )
			//Sectors indicate if the object is in a target. Number is binary coded. Sectors = 0: no target, Sectors = 1: room target, Sectors: = 2 arena target, Sectors: = 3 room and arena target
			////State indicates the Watermaze State: OutsideTarget = 0, EntranceLatency = 1, InsideTarget = 3, OutsideRefractory = 4, BadSpot = 5
			//FrameInfo indicates succesfuly tracked spots: ReferencePoint * 2^0 + Spot0 * 2^(1+0) + Spot1 * 2^(1+1) + Spot2 * 2^(1+2) .... 
	%%END RECORD_FORMAT
%%END_HEADER
1	58	220	53	0	0	*	2
2	98	220	54	0	0	*	2
3	138	220	54	0	0	*	2
4	178	221	54	0	0	*	2
5	218	222	54	0	0	*	2
6	258	222	55	0	0	*	2
7	298	223	56	0	0	*	2
8	338	223	56	0	0	*	2
9	378	223	57	0	0	*	2
10	418	223	58	0	0	*	2
11	458	223	58	0	0	*	2
12	498	223	59	0	0	*	2
13	538	223	60	0	0	*	2
14	578	222	61	0	0	*	2
15	618	222	62	0	0	*	2
16	658	221	62	0	0	*	2
17	698	220	63	0	0	*	2
18	738	219	64	0	0	*	2
19	778	218	64	0	0	*	2
20	818	217	65	0	0	*	2
21	858	216	66	0	0	*	2
22	898	214	66	0	0	*	2
23	938	212	67	0	0	*	2
24	978	211	68	0	0	*	2
25	1018	209	69	0	0	*	2
26	1058	207	69	0	0	*	2
27	1098	206	70	0	0	*	2
28	1138	203	70	0	0	*	2
29	1178	201	71	0	0	*	2
30	1218	199	72	0	0	*	2
31	1258	196	73	0	0	*	2
32	1298	194	74	0	0	*	2
33	1338	192	74	0	0	*	2
34	1378	189	75	0	0	*	2
35	1418	186	76	0	0	*	2
36	1458	184	77	0	0	*	2
37	1498	181	78	0	0	*	2
38	1538	178	79	0	0	*	2
39	1578	176	79	0	0	*	2
40	1618	173	80	0	0	*	2
41	1658	170	81	0	0	*	2
42	1698	167	82	0	0	*	2
43	1738	164	83	0	0	*	2
44	1778	162	84	0	0	*	2
45	1818	158	85	0	0	*	2
46	1858	156	86	0	0	*	2
47	1898	152	87	0	0	*	2
48	1938	149	88	0	0	*	2
49	1978	147	88	0	0	*	2
50	2018	144	89	0	0	*	2
51	2058	141	90	0	0	*	2
52	2098	138	91	0	0	*	2
53	2138	135	92	0	0	*	2
54	2178	133	92	0	0	*	2
55	2218	129	93	0	0	*	2
56	2258	126	94	0	0	*	2
57	2298	123	94	0	0	*	2
58	2338	120	95	0	0	*	2
59	2378	117	96	0	0	*	2
60	2418	113	97	0	0	*	2
61	2458	110	98	0	0	*	2
62	2498	107	98	0	0	*	2
63	2538	103	99	0	0	*	2
64	2578	100	100	0	0	*	2
65	2618	97	100	0	0	*	2
66	2658	95	101	0	0	*	2
67	2698	91	101	0	0	*	2
68	2738	88	102	0	0	*	2
69	2778	85	102	0	0	*	2
70	2818	81	102	0	0	*	2
71	2858	78	103	0	0	*	2
72	2898	75	103	0	0	*	2
73	2938	72	103	0	0	*	2
74	2978	68	104	0	0	*	2
75	3018	65	104	0	0	*	2
76	3058	62	104	0	0	*	2
77	3098	59	104	0	0	*	2
78	3138	56	104	0	0	*	2
79	3178	52	105	0	0	*	2
80	3218	49	105	0	0	*	2
81	3258	46	105	0	0	*	2
82	3298	43	105	0	0	*	2
83	3338	40	105	0	0	*	2
84	3378	37	106	0	0	*	2
85	3418	34	106	0	0	*	2
86	3458	31	106	0	0	*	2
