%%BEGIN_HEADER
	%%BEGIN DATABASE_INFORMATION
		%Date.0 ( 13.9.2019 )
		%Time.0 ( 15:46 )
	%%END DATABASE_INFORMATION
	%%BEGIN SETUP_INFORMATION
		%TrackerVersion.0 ( Tracker version 2.38 release 12.8.2012 )
		%ElapsedTime_ms.0 ( 15447 )
		%Paradigm.0 ( PlacePreference )
		%FeederParameters.0 ( 1500 0 )
			// %FeederParameters.0 ( ENTRANCE_LATENCY EXIT_LATENCY )
		%ElapsedPath_m.0 ( 0.00 )
		%ArenaDiameter_m.0 ( 1.80 )
		%TrackerResolution_PixPerCM.0 ( 1.4222 )
		%ArenaCenterXY.0 ( 127.5 127.5 )
		%Frame.0 ( RoomFrame )
		%ReinforcedSector.0 ( 64.3907 190.6093 7 )
			//%ReinforcedSector.0 ( CENTER_X CENTER_Y RADIUS )
		%RoomTrackReinforcedSector.0 ( 64.3907 190.6093 7 )
			//%RoomTrackReinforcedSector.0 ( CENTER_X CENTER_Y RADIUS )
	%%END SETUP_INFORMATION
	%%BEGIN RECORD_FORMAT
		%Sample.0 ( FrameCount 1msTimeStamp RoomX RoomY Sectors State Flags FrameInfo )
			//Sectors indicate if the object is in a target. Number is binary coded. Sectors = 0: no target, Sectors = 1: room target, Sectors: = 2 arena target, Sectors: = 3 room and arena target
			////State indicates the Watermaze State: OutsideTarget = 0, EntranceLatency = 1, InsideTarget = 3, OutsideRefractory = 4, BadSpot = 5
			//FrameInfo indicates succesfuly tracked spots: ReferencePoint * 2^0 + Spot0 * 2^(1+0) + Spot1 * 2^(1+1) + Spot2 * 2^(1+2) .... 
	%%END RECORD_FORMAT
%%END_HEADER
1	47	125	7	0	0	*	2
2	87	125	7	0	0	*	2
3	127	123	5	0	0	*	2
4	167	123	6	0	0	*	2
5	207	124	7	0	0	*	2
6	247	124	8	0	0	*	2
7	287	126	7	0	0	*	2
8	327	128	7	0	0	*	2
9	367	130	7	0	0	*	2
10	407	131	6	0	0	*	2
11	447	133	5	0	0	*	2
12	487	134	5	0	0	*	2
13	527	135	5	0	0	*	2
14	567	136	4	0	0	*	2
15	607	138	4	0	0	*	2
16	647	140	4	0	0	*	2
17	687	140	6	0	0	*	2
18	727	140	7	0	0	*	2
19	767	141	8	0	0	*	2
20	807	146	9	0	0	*	2
21	847	141	10	0	0	*	2
22	887	142	11	0	0	*	2
23	927	144	12	0	0	*	2
24	967	146	13	0	0	*	2
25	1007	146	14	0	0	*	2
26	1047	147	15	0	0	*	2
27	1087	148	16	0	0	*	2
28	1127	150	17	0	0	*	2
29	1167	151	19	0	0	*	2
30	1207	153	21	0	0	*	2
31	1247	154	23	0	0	*	2
32	1287	156	25	0	0	*	2
33	1327	158	27	0	0	*	2
34	1367	158	30	0	0	*	2
35	1407	160	32	0	0	*	2
36	1447	161	35	0	0	*	2
37	1487	162	37	0	0	*	2
38	1527	163	40	0	0	*	2
39	1567	167	47	0	0	*	2
40	1607	168	50	0	0	*	2
41	1647	167	47	0	0	*	2
42	1687	167	49	0	0	*	2
43	1727	169	52	0	0	*	2
44	1767	172	60	0	0	*	2
45	1807	173	63	0	0	*	2
46	1847	175	66	0	0	*	2
47	1887	176	68	0	0	*	2
48	1927	177	70	0	0	*	2
49	1967	179	73	0	0	*	2
50	2007	179	75	0	0	*	2
51	2047	180	78	0	0	*	2
52	2087	181	81	0	0	*	2
53	2127	182	83	0	0	*	2
54	2167	183	86	0	0	*	2
55	2207	185	88	0	0	*	2
56	2247	186	90	0	0	*	2
57	2287	187	93	0	0	*	2
58	2327	188	95	0	0	*	2
59	2367	189	97	0	0	*	2
60	2407	191	99	0	0	*	2
61	2447	191	101	0	0	*	2
62	2487	191	103	0	0	*	2
63	2527	191	105	0	0	*	2
64	2567	191	107	0	0	*	2
65	2607	190	109	0	0	*	2
66	2647	189	110	0	0	*	2
67	2687	188	112	0	0	*	2
68	2727	187	114	0	0	*	2
69	2767	187	116	0	0	*	2
70	2807	186	117	0	0	*	2
71	2847	186	120	0	0	*	2
72	2887	186	122	0	0	*	2
73	2927	186	124	0	0	*	2
74	2967	185	127	0	0	*	2
75	3007	185	129	0	0	*	2
76	3047	184	132	0	0	*	2
77	3087	183	134	0	0	*	2
78	3127	183	136	0	0	*	2
79	3167	182	138	0	0	*	2
80	3207	180	140	0	0	*	2
81	3247	179	141	0	0	*	2
82	3287	177	142	0	0	*	2
83	3327	175	144	0	0	*	2
84	3367	173	145	0	0	*	2
85	3407	171	146	0	0	*	2
86	3447	169	147	0	0	*	2
87	3487	168	148	0	0	*	2
88	3527	165	150	0	0	*	2
89	3567	164	151	0	0	*	2
90	3607	161	152	0	0	*	2
91	3647	159	154	0	0	*	2
92	3687	157	155	0	0	*	2
93	3727	155	157	0	0	*	2
94	3767	153	158	0	0	*	2
95	3807	150	159	0	0	*	2
96	3847	148	161	0	0	*	2
97	3887	146	162	0	0	*	2
98	3927	144	163	0	0	*	2
99	3967	141	165	0	0	*	2
100	4007	139	166	0	0	*	2
101	4047	136	168	0	0	*	2
102	4087	134	170	0	0	*	2
103	4127	146	161	0	0	*	2
104	4167	144	162	0	0	*	2
105	4207	141	164	0	0	*	2
106	4247	139	165	0	0	*	2
107	4287	124	178	0	0	*	2
108	4327	122	179	0	0	*	2
109	4367	133	169	0	0	*	2
110	4407	118	182	0	0	*	2
111	4447	129	173	0	0	*	2
112	4487	114	185	0	0	*	2
113	4527	111	185	0	0	*	2
114	4567	109	185	0	0	*	2
115	4607	107	185	0	0	*	2
116	4647	105	185	0	0	*	2
117	4687	103	184	0	0	*	2
118	4727	101	184	0	0	*	2
119	4767	99	183	0	0	*	2
120	4807	97	183	0	0	*	2
121	4847	96	182	0	0	*	2
122	4887	94	182	0	0	*	2
123	4927	92	181	0	0	*	2
124	4967	91	180	0	0	*	2
125	5007	88	178	0	0	*	2
126	5047	87	177	0	0	*	2
127	5087	86	176	0	0	*	2
128	5127	85	174	0	0	*	2
129	5167	83	173	0	0	*	2
130	5207	81	171	0	0	*	2
131	5247	78	170	0	0	*	2
132	5287	76	168	0	0	*	2
133	5327	74	167	0	0	*	2
134	5367	73	166	0	0	*	2
135	5407	71	164	0	0	*	2
136	5447	69	163	0	0	*	2
137	5487	67	161	0	0	*	2
138	5527	64	160	0	0	*	2
139	5567	63	158	0	0	*	2
140	5607	61	156	0	0	*	2
141	5647	60	155	0	0	*	2
142	5687	64	158	0	0	*	2
143	5727	56	152	0	0	*	2
144	5767	60	155	0	0	*	2
145	5807	52	149	0	0	*	2
146	5847	50	147	0	0	*	2
147	5887	54	150	0	0	*	2
148	5927	53	149	0	0	*	2
149	5967	51	147	0	0	*	2
150	6007	50	146	0	0	*	2
151	6047	49	145	0	0	*	2
152	6087	49	143	0	0	*	2
153	6127	48	142	0	0	*	2
154	6167	47	140	0	0	*	2
155	6207	47	138	0	0	*	2
156	6247	46	136	0	0	*	2
157	6287	46	134	0	0	*	2
158	6327	46	132	0	0	*	2
159	6367	45	130	0	0	*	2
160	6407	45	128	0	0	*	2
161	6447	45	126	0	0	*	2
162	6487	45	124	0	0	*	2
163	6527	45	122	0	0	*	2
164	6567	45	120	0	0	*	2
